llb002.xls,7.59,7.663,7.59,7.642,7.70093727112,7.82761192322,7.8072013855,7.87489748001,7.67343664169,7.77892160416,7.77659463882,7.85718488693
llb006.xls,13.493,13.549,13.337,13.483,13.653011322,13.7090978622,13.7633590698,13.8929767609,13.4679946899,13.564207077,13.6699142456,13.7282400131
llb012.xls,6.589,6.688,6.572,6.613,6.68716144562,6.70353937149,6.78115606308,6.78815031052,6.65591049194,6.66418933868,6.72176170349,6.73302555084
llb011.xls,8.193,8.209,8.167,8.209,8.2965965271,8.28027629852,8.32162475586,8.29490947723,8.26388168335,8.24155139923,8.30888366699,8.27465248108
llb010.xls,6.522,6.565,6.478,6.53,6.63961791992,6.5161614418,6.67993164062,6.61045455933,6.57789421082,6.47871017456,6.63984298706,6.53928089142
llb003.xls,5.377,5.698,5.377,5.625,5.48973321915,5.41363811493,5.73205804825,5.63364887238,5.44034528732,5.36483764648,5.64160108566,5.54492902756
llb013.xls,8.181,8.505,8.116,8.478,8.29323768616,8.23955440521,8.58089447021,8.44464015961,8.21173667908,8.17172241211,8.53094100952,8.40515613556
llb008.xls,12.902,12.945,12.842,12.851,12.9164524078,12.8614053726,13.0059337616,12.9092540741,12.8719387054,12.7837753296,12.909702301,12.8250627518
llb014.xls,10.45,10.928,10.415,10.595,10.4282627106,10.2836370468,10.8258552551,10.6275463104,10.3904705048,10.2120790482,10.6031646729,10.4406280518
llb005.xls,15.812,16.205,15.791,16.128,15.9588661194,15.8663511276,16.2414169312,16.0825119019,15.8482093811,15.7033224106,16.0723228455,15.9374055862
llb001.xls,9.668,9.88,9.658,9.809,9.71127128601,9.60765266418,9.88973999023,9.73809623718,9.68489265442,9.57504749298,9.83495330811,9.69237804413
llb004.xls,50.297,53.044,50.297,51.449,50.3299026489,51.6318435669,52.5711555481,53.5995483398,49.9157409668,50.7711410522,50.8753662109,51.7447128296
